Manufacturer,Category,Screen_Size,RAM,GPU,Weight,Screen_resolution,IPS_Panel,Retina_Display,Touchscreen,Quad_HD_plus,GHz,Intel,AMD,Storage_Size,Storage_Size2,Storage_Type,Storage_Type2,os,Weight_KG,Price
Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,1.37kg,1920x1080,1,0,1,0,2.5,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.37,48683.7
Dell,Notebook,15.6,4,Intel HD Graphics 520,1.95kg,1366x768,0,0,0,0,2.3,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.95,194708.1
Lenovo,Ultrabook,12.5,8,Intel HD Graphics 620,1.36kg,1920x1080,1,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.36,44015.4
HP,Notebook,15.6,8,Intel HD Graphics 520,2.31kg,1920x1080,0,0,0,0,2.3,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.31,31077.3
Dell,Notebook,15.6,4,Intel HD Graphics 620,2.18kg,1366x768,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.18,188881.8
HP,Notebook,14.0,4,Intel HD Graphics 520,1.95kg,1366x768,0,0,0,0,2.3,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.95,30650.699999999997
Lenovo,Notebook,15.6,4,Intel HD Graphics 505,2.2kg,1366x768,0,0,0,0,1.1,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.2,82428.59999999999
HP,Ultrabook,12.5,4,Intel HD Graphics 520,1.26kg,1920x1080,0,0,0,0,2.3,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.26,42121.2
HP,Notebook,15.6,4,Intel HD Graphics 400,1.86kg,1366x768,0,0,0,0,1.6,1,0,1TB,NaN,HDD,NaN,No OS,1.86,77066.7
Lenovo,2 in 1 Convertible,13.3,16,Intel Iris Graphics 540,1.3kg,3200x1800,1,0,1,1,2.2,1,0,1TB,NaN,SSD,NaN,Windows - 10,1.3,47990.1
Toshiba,Notebook,14.0,4,Intel HD Graphics 520,1.47kg,1920x1080,1,0,0,0,2.3,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.47,294769.8
HP,Netbook,12.5,8,Intel HD Graphics 520,1.26kg,1920x1080,0,0,0,0,2.3,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.26,44522.1
Dell,Notebook,15.6,4,Intel HD Graphics 520,2.18kg,1366x768,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.18,149012.1
MSI,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.2kg,1920x1080,0,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.2,31984.5
Dell,Ultrabook,14.0,8,Intel HD Graphics 620,1.36kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.36,43721.7
Dell,Gaming,17.3,16,Nvidia GeForce GTX 1080,4.36kg,2560x1440,0,0,0,0,2.7,1,0,512GB,1TB,SSD ,HDD,Windows - 10,4.36,73572.3
HP,Gaming,17.3,8,Nvidia GeForce GTX 965M,2.75kg,1920x1080,1,0,0,0,2.3,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.75,37319.7
Asus,Notebook,17.3,4,Nvidia GeForce 920MX,2.8kg,1600x900,0,0,0,0,1.6,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.8,141382.8
Acer,Notebook,15.6,4,Intel HD Graphics 620,2.23kg,1366x768,0,0,0,0,2.5,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.23,165124.19999999998
Toshiba,Notebook,15.6,8,Intel HD Graphics 520,2.2kg,1366x768,0,0,0,0,2.3,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.2,298504.2
Lenovo,2 in 1 Convertible,11.3,8,Intel HD Graphics 515,1.1kg,1920x1080,1,0,1,0,1.2,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.1,34652.1
Lenovo,Gaming,15.6,16,AMD Radeon R9 M385,2.5kg,1920x1080,1,0,0,0,2.1,0,1,512GB,1TB,SSD ,HDD,Windows - 10,2.5,266493.0
Dell,Ultrabook,12.5,8,Intel HD Graphics,1.36kg,1920x1080,0,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.36,39272.4
Lenovo,Notebook,15.6,8,Nvidia GeForce 920MX,2.2kg,1920x1080,0,0,0,0,2.7,1,0,1TB,NaN,HDD,NaN,No OS,2.2,182730.6
Dell,Notebook,17.3,4,AMD Radeon R7 M445,2.36kg,1600x900,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.36,175794.6
Acer,Notebook,14.0,4,Intel HD Graphics 400,1.68kg,1366x768,0,0,0,0,1.6,1,0,32GB,NaN,Flash Storage,NaN,Chrome OS,1.68,93099.0
HP,Workstation,15.6,8,Nvidia Quadro M1000M,2.0kg,1920x1080,1,0,0,0,2.7,1,0,8GB,NaN,SSD,NaN,Windows - 10,2.0,59994.299999999996
Dell,Ultrabook,14.0,8,Intel HD Graphics 620,1.36kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.36,47349.9
Toshiba,Notebook,13.3,8,Intel HD Graphics 520,1.2kg,1920x1080,0,0,0,0,2.3,1,0,256GB,NaN,SSD,NaN,Windows - 7,1.2,38946.9
Asus,2 in 1 Convertible,12.5,8,Intel HD Graphics 515,1.2kg,1920x1080,0,0,0,0,1.2,1,0,64GB,NaN,Flash Storage,NaN,Chrome OS,1.2,30917.399999999998
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 520,1.7kg,1920x1080,1,0,0,0,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.7,39720.0
Dell,Gaming,17.3,16,Nvidia GeForce GTX 1070,4.36kg,3840x2160,1,0,0,0,2.8,1,0,512GB,1TB,SSD ,HDD,Windows - 10,4.36,84135.9
Dell,2 in 1 Convertible,13.3,8,Intel HD Graphics 615,1.24kg,1920x1080,0,0,1,0,1.2,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.24,50657.7
HP,2 in 1 Convertible,11.6,4,Intel HD Graphics 505,1.45kg,1366x768,0,0,1,0,1.1,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.45,206739.0
Dell,Ultrabook,13.3,8,Intel HD Graphics 520,1.3kg,3200x1800,0,0,0,1,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.3,33825.0
Acer,2 in 1 Convertible,11.6,4,Intel HD Graphics 400,1.25kg,1366x768,1,0,1,0,1.6,1,0,32GB,NaN,Flash Storage,NaN,Chrome OS,1.25,103769.4
Toshiba,Notebook,13.3,8,Intel HD Graphics 520,1.2kg,1920x1080,0,0,0,0,2.4,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.2,40947.6
Lenovo,Ultrabook,12.5,8,Intel HD Graphics 620,1.36kg,1920x1080,1,0,0,0,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.36,46949.7
Acer,Notebook,15.6,12,Nvidia GeForce GTX 950M,2.4kg,1920x1080,0,0,0,0,2.5,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.4,269160.6
Toshiba,Ultrabook,12.5,8,Intel HD Graphics 620,1.1kg,1920x1080,0,0,1,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.1,47749.799999999996
HP,Notebook,15.6,8,Nvidia GeForce 930MX,2.04kg,1366x768,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.04,225812.1
Dell,Notebook,15.6,4,AMD Radeon R5 M430,2.25kg,1366x768,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Linux,2.25,124208.7
Dell,Notebook,15.6,4,Intel HD Graphics 620,1.9kg,1366x768,0,0,0,0,2.5,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.9,220077.0
HP,Notebook,15.6,4,Intel HD Graphics 620,2.04kg,1920x1080,0,0,0,0,2.4,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.04,182730.6
Dell,Gaming,17.3,32,Nvidia GeForce GTX 1070,4.42kg,1920x1080,1,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,4.42,84002.7
Lenovo,Notebook,15.6,6,Nvidia GeForce 920MX,2.4kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.4,185398.19999999998
Dell,2 in 1 Convertible,13.3,16,Intel HD Graphics 615,1.22kg,3200x1800,0,0,1,1,1.3,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.22,50657.7
Dell,Ultrabook,14.0,8,Intel HD Graphics 520,1.5kg,2560x1440,0,0,1,0,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.5,52364.4
Dell,Gaming,17.3,32,Nvidia GeForce GTX 1070,4.42kg,1920x1080,0,0,0,0,2.6,1,0,256GB,1TB,SSD ,HDD,Windows - 10,4.42,74692.8
Toshiba,Notebook,14.0,8,Intel HD Graphics 520,1.95kg,1920x1080,0,0,0,0,2.3,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.95,31477.5
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1060,2.73kg,1920x1080,0,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,2.73,54683.1
HP,Notebook,15.6,8,Nvidia GeForce 930MX,2.04kg,1920x1080,1,0,0,0,2.7,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.04,261157.8
Lenovo,Notebook,14.0,4,Intel HD Graphics 520,1.70kg,1366x768,0,0,0,0,2.3,1,0,508GB,NaN,Hybrid,NaN,Windows - 7,1.7,267293.39999999997
